,Unnamed: 0,order_item_id,product_id,customer_id,review_text,shop_id,rating,date_created,translation
0,3,11078898,d0d9bad11fa6fedcf5c699055137a36f4c4c81d722b5fd5ba34e0aa4f6d40ca5,321667e5d0ada2fa7f2356076f88a3848e596cde7bd1201f46f910720529b980,"Rahmat, juda yoqdi!",61182f39851829ca78c919a83ecbfa045fc0686bff16d0cfa3e643988d9dfecd,5,2023-07-30 12:26:59.864,Thank you very much!
1,87,888309,eff9763d3c15d721b1dc094772d3a9d5ef3c0fba56b15a55d900e0278d1d3ddd,56115cb71cb0359b7f0b1dea1c539594f740f5efc9007cef480f9fd95cab4403,Ишлаб чикарувчи хакида хеч кандай маълумот йок.,138d9e809e386a7b800791d1f664f56d1c55f3d1ba411b950862729bc486c5ce,3,2023-01-09 12:11:51.561,Kuchy information about the manufacturer yok.
2,140,1080254,b514cc46f1c914e7a65bdde6b9c34259b48d5f7d3b55f8e96f5c724bfb0960d1,abc780960cab3510f857646d3c65c3bc5db010b6b55bc80270a2aa548f49956c,"Классные часы, все заявленные функции работают",b9dafef03fc90f65d4f9efd71ce73bb7a024381eea09b5f909a977bd0d8d1fa4,5,2023-01-24 10:12:39.125,"Cool hours, all the stated functions work"
3,371,974059,cfa2534b1ea08528622ceded5fece44de1d77edab0edd010703c85aa07c5dd9b,1b5bd474574fc8581a3dbb7505ac08d87417600e22ee60b021f1a248d1cb8985,"Отличный продукт, качественная упаковка👌🏼",ab5e292db6495899871d889aaab28308f7da8dfc3693a477ee73de9ad894ce44,5,2023-01-15 09:41:10.904,"Great product, high -quality packaging👌🏼"
4,386,938057,b4392d25a804640b5d1db5b0417ef729ad87317aa79991b513d848ebb7bef78f,a66d384885ef35788745ec9793ff0c8ded7a55037883e9494839cea2af1b2048,"Качество хорошее, это подарок, посмотрим на качество когда поносят его🙃",2163909115c0f6f1e638bd2c2279387cbe37cc327150a7b5cddfde3d1cd4ef0e,5,2023-01-13 17:14:08.476,"The quality is good, this is a gift, let's look at the quality when they reproach it🙃"
5,402,939324,064c3a83ffbbdad1656d20ab3a5a64894ab327c67b9887f00deeaa06bfe5b9cd,aa6c2aefaf6b2d76b6c53a9063301fa52d2c562557e31f2c2136c0f5ff4379cc,omadilani bersin,77523aa0395b6ee089984c28fd543755244df3ba6adba24be6b5b20f4fe5c6b3,3,2023-01-12 09:39:55.074,Let him give
6,403,1047086,f3daad81298c1983cdc886ef042213345bfcb56ae2f2ee2aa20a93cce0f24ac6,7022c563de38d457202b113667e69b5e50f2336ecfc28b7a2726795d9e55a6ce,Просто идеалый чайник😍,25dac95b8f595046bc435139636b0e2f1ff6e0ea31a54f3c19e7e726fb98738b,5,2023-01-19 09:48:38.034,Just an ideal teapot |
7,485,1034261,78ab65d6b03f3eac9c31017f404e345f4a706169f83a956cfc62506310cd8fa4,e1fd6692d28ad4cc051c86133ac1812b06c859c771f8e0d306c3cb44823f8b9c,крутая вещь,25dac95b8f595046bc435139636b0e2f1ff6e0ea31a54f3c19e7e726fb98738b,5,2023-01-18 06:18:21.280,cool stuff
8,493,28054141,6da91e0b8b104ae5018daebe0bfd62ff7486f32be6db5ee81216bdca5be5381e,962df902c0b3f8521f6f66e57381dee55372bed2fa70a86424daeff2b3e07097,ярко светит 🌟 👍 спасибо uzum market 🤝,8ef532f440c91b5dfa24570e53d6bded96c4064a45e6d18a61c5e08b172b9814,5,2023-12-22 18:09:07.725,shines brightly 🌟 ♥ thanks to uzum market 🤝
9,694,1042562,095e6a0d83b2821f4273981b2e1bd4d3cbec5e0a6a1609af4ecc27455c722d35,0f6b5a8b6c3cc5edcd1a8fcabf1e5f5df8443a23c3ffa4e9a1b230f60bdbce19,отлично работает))). звук тоже очень качественный. не ожидала😊. спасибо кассиру помог разобраться с подключением👍,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,5,2023-01-19 09:48:37.538,It works fine))).The sound is also very high quality.did not expect😊.Thanks to the cashier helped to deal with the connection
10,756,880223,ce2ddd9e53ade8d12ca30644fc26ec04f539fb2dc91a9651a086c1268db0b6c1,548d718d0feb2f7808f46e67089539af957719ff797ad1ff4ffb941159bed037,"Хороший адаптер, заряжает шустро как оригинал👍",b7c7470e59e2a2df1bfd0a4705488ee6fe0c5c125de15cccdfab0e00d6c03dc0,5,2023-01-10 19:53:35.118,"Good adapter, charges furiously like the original"
11,799,1081281,44c4dfec18e7509a9109ae4c11fb90c41202a007cbde2b782f5dfd6c1734dfcf,a2ae1dc20fa26171f77be08ce263a33a5b9f4e16cd54b7cb4225c08750836762,"Ишончли, сифатли ва хамёнбоп . 
Рахмат ☺️👍🏻👍🏻👍🏻",2ace3763af339e1b735f0b3cccd9c31a27473ae1a2d80a4e2a0b07ab220e73f9,5,2023-01-23 12:04:18.919,"Reliable, quality and charmybop.
Rakhmat ️👍🏻👍🏻👍🏻"
12,890,921707,420d2f5759ade2edefd05c669a3a40a0559639ffc2028b069670f66407a9d0a1,e06b44c3ef27f6a5aae00167b1c0b8eeb877c3f29217dc4bf3389e02737d096f,Четко,ad3b83575249b68aab9602de378314fc221ab07a9b2ab0bb4a245ec649219f45,5,2023-01-22 18:31:43.071,Clearly
13,1009,1376016,6da91e0b8b104ae5018daebe0bfd62ff7486f32be6db5ee81216bdca5be5381e,4c8f5e18ac7db8fe4f102dbc44795a6b6f1b0ea421829794326b2a377edc8070,👍,8ef532f440c91b5dfa24570e53d6bded96c4064a45e6d18a61c5e08b172b9814,5,2023-02-07 09:24:18.120,👍
14,1112,1512053,105db490d0b9036c289540eca6db4076e9f8f75614096465bd12d237ac1a4ba4,e59afae149f96033158985442c759e9fa119d78347e84573b8825e2a6a5aef18,sifatiga gap yoo. raxmat tez yetkazib berishdi . razmeri ham tochni,138d9e809e386a7b800791d1f664f56d1c55f3d1ba411b950862729bc486c5ce,5,2023-02-13 18:12:28.809,Gua to see quality.Thanks to fast delivery.razmory is also a toch
15,1167,908624,2834002249d2ea43d86f4e8270167a4fe26e744cc936c1db13cebac8c8d4acdf,b0b78e1ac3bd98a11189963117a10083be22f6d0fac42dc8aeebbe5947f65458,👍,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,5,2023-01-15 06:31:50.375,👍
16,1178,2198351,44c4dfec18e7509a9109ae4c11fb90c41202a007cbde2b782f5dfd6c1734dfcf,25082caeb9aa14df4dc8ba49199847f893d533e2b9a06ffff30de17317345091,Yaxshi zoʻr ishlayapti sifatli,2ace3763af339e1b735f0b3cccd9c31a27473ae1a2d80a4e2a0b07ab220e73f9,5,2023-03-03 05:40:14.741,Good great work is quality
17,1239,1471113,2b061722dc6f8afa74e833440ec5862febe5990a676a67000cb38f69a412f52f,d157356959b73720c6e0d0fdddbc7c6bbd0cc4773628e7ba87d7424421e432db,яхши йигилмайди,da4d43f295ce92630829272fad6d2e7237c6248e9cd9499e6382d6fa6d758e7b,1,2023-02-10 14:32:17.165,Won't pick up well
18,1250,704138,7cab221310edf5f3c75fc38259bcb7640d080b4b05d5bbde9c62508aea9f596b,342445effb2da2a0d1ba72dbb2323b4a6cafefe9ba45335e913769d978569aed,мне нравится 😊✨,04a8708c3a481ced13845a30de522486895de0592222c29326d9139ec2b9df25,5,2023-01-20 15:14:29.623,I like 😊✨
