,product_id,purchase_price_x,id,cause,comment,order_item_id,customer_id,rating,sentiment,positive,negative,neutral
0,6a1a7601fac958ee967c73fe19315db8f6cdc3f1cd8370056618e6bda90a0569,116500.0,69138,DEFECTED,брак,588140,b4465ede5691891836ccc432bb8c49e1537b1d0a74f721a607cb016c8117eae6,3.6666666666666665,0.2507666666666667,0.3494333333333333,-0.09866666666666667,0.0
1,7cab221310edf5f3c75fc38259bcb7640d080b4b05d5bbde9c62508aea9f596b,37818.181818181816,69148,PHOTO_MISMATCH,думала больше ,773695,9bf74458174dd9c039ee6317fd48b356e8fc146f23c60b8eb750b7eb6f8cff87,4.666666666666667,0.3348814814814815,0.34402777777777777,-0.009146296296296296,0.0
2,728611508a21a9214f2c8cc076d21e30046ec5c59bf3595af484f93ec7a456bf,306600.0,69154,DEFECTED,брак,695067,0a185871d03ee346b71b657d3fbaebfc35823fec2861f7008d5b87b36b81a47f,3.7142857142857144,0.31836666666666663,0.3643619047619048,-0.045995238095238096,0.0
3,f4f4031321f9b7cf1175fc6d363769297334ddd76aa2eb83db745bd02c7278f9,77000.0,69161,WRONG_ITEM,не тот товар,635687,1123ce2b71eb64c572e6de0e14a723c17a55f67748327d4ee83b136eac9daf85,1.0,0.0,0.0,0.0,0.0
4,c8f3f349fa927aae5fc954c5268b578b9916a908bb1f8aafb677a4d6359a728c,84000.0,69165,DEFECTED,не включается и не работает,764986,95cd02979c6f97dc58590f7c0e6c421d7c3db2b9e7212b083a1df285972c6460,4.5,-0.1916,0.0,-0.1916,0.0
5,5d4a48095318f551b67ef51c208282a339440aa92af60208d717c025db651189,36111.11111111111,69178,WRONG_SIZE,Не тот размер,704331,ee8bd56b1a873f958b0e83fc68a72da22e431cfde8cefe1acd7f0960f2fd1d6d,4.666666666666667,0.4332333333333333,0.4332333333333333,0.0,0.0
6,8040f70c30aedba5703ae84a56ff6154ce7f3afb953b73bee9c1ba7f2acd3a00,210000.0,69224,BAD_QUALITY,Не понравилось качество товара,800211,2bdf9972dcbead1cadb6e1236abd5e14fd3f68c3de982caa11db8b103ad331f0,,,,,
7,4d896059098282fda42691f471677d308d94f801f917d5ea31f1eeffb4b58497,25020.833333333332,69324,WRONG_SIZE,"не подошел размер
",827213,a1ce5235b41193ccd145f33299407d4faacdfde819a330fc6f3fd523f11a6c9d,4.4375,0.36794166666666667,0.3852583333333333,-0.017316666666666668,0.0
8,48b99e8820665207789fcc460ad4306bfa65107752610abbc3390a8f2963922d,15000.0,69403,WRONG_SIZE,слишком маленький,823506,e10dc201fcb29d30d4963f182d64c4bb9efdf0499145a2560810192bf325f90c,1.0,0.0,0.0,0.0,0.0
9,f3daad81298c1983cdc886ef042213345bfcb56ae2f2ee2aa20a93cce0f24ac6,60870.53571428572,69446,DEFECTED,без крышки ,822757,ad5ee7a8062b957709da7b5cd4cafbb14841a202c1fbb9f43f5e06173ac788bd,4.264,0.36241813333333334,0.390084,-0.027665866666666667,0.0
10,f135886e1754d889e9c579fb3362b741729d98ff7f22cd5660b98b9064ee9cb8,3000.0,69475,WRONG_ITEM,ДРУГОЙ ПРВИЗЛИ,794155,5275c6df0229c98104255b3932c944c5e7ed85cde42328258213a0e06940ebf6,,,,,
11,2d517e68e168b2aa8b54958afe4ab06a07d5f818d1c255a2667d75452cc49a77,2000.0,69476,WRONG_ITEM,НАПИСИННО 50Ш,794151,5275c6df0229c98104255b3932c944c5e7ed85cde42328258213a0e06940ebf6,,,,,
12,a0dae43ed405d94ddad0498052abdfff4e25e3fb4bb3f2a5bda3a0a971eca62d,26000.0,69478,DEFECTED,1,822834,fb6e568b97c622fcf65865a916da3878146e8bbb4691ff1fb774edd31dd187a1,5.0,0.7113714285714287,0.7113714285714287,0.0,0.0
13,41f87806215f214bc483f00f2db278bba02a9ef6af9b7a992adefccfc95a1617,25250.0,69504,DEFECTED,брак,817601,b5070918cf8a6e32f9a2ff5aaeef98c71b4519950aa59271243a68039fa687db,4.7368421052631575,0.3497421052631579,0.388,-0.0382578947368421,0.0
14,93117b9cec2d7983025eaa7c2a289c170c3628a25503f473d949d55232c2bc9a,13000.0,69533,WRONG_ITEM,пришел чехол на другой телефон,809314,ef93962b134de2eec0bba882b6309ca55accb0c22722dfd740989f27d3823a56,5.0,0.4588,0.4588,0.0,0.0
15,cfef7380a282e7ea88a27d0e6baff8333678dd3a06f629e41cb832e3c7d47514,17666.666666666668,69580,WRONG_SIZE,1,828569,4a84da398193d84a863b8e17ea48cecf637592047166e4cb74c251e8d3702412,4.698630136986301,0.4576835616438356,0.4614260273972603,-0.0037424657534246577,0.0
16,f96bc3b20239f56562a20c7094c14880ab233b04dc254001062a42b04ecd27b6,97000.0,69613,WRONG_SIZE,"очень больше
",828900,56228d805de02ec1995613c5c1e599d4626c335f92236f719ea1223260863986,5.0,0.5344,0.5344,0.0,0.0
17,6b37c0aab90e7d9a41ed8b751047f7c16c14b0e4c763ab13bc22e7f3f470130d,54000.0,69621,DEFECTED,брак ,821183,10a3f6395f6d88333ad521b76b0d814ebf514ba90a8662dceb6f84b7903b547f,5.0,0.5073285714285715,0.5073285714285715,0.0,0.0
18,c5323afeca1936d1404a082d5eff27ce73026074699638def2118548fb66a935,25000.0,69659,BAD_QUALITY,не понравилось качество,829362,0efb26bef4b0ca3a72107a46e1fe755972bd56d3cb4e939a0023ed7fa392a7eb,,,,,
19,1fda215342745090ce7bd791af2e1357540e4cd9b31da19f69582d623b640c7e,25000.0,69660,DEFECTED,дефект товара,829853,bf20a5e7dd07d1ee857bef8ff4157c53aa6b065b8f01e0e695fe6d845feb96f9,3.619047619047619,0.3089952380952381,0.37684285714285715,-0.06784761904761905,0.0
20,ba092b2979a04defb3e850e76fb39478ba78a8947b71bda3fd9321aaaa43c752,34250.0,69661,DEFECTED,брак,829855,bf20a5e7dd07d1ee857bef8ff4157c53aa6b065b8f01e0e695fe6d845feb96f9,4.190476190476191,0.22858095238095238,0.24159047619047622,-0.01300952380952381,0.0
21,f3daad81298c1983cdc886ef042213345bfcb56ae2f2ee2aa20a93cce0f24ac6,60870.53571428572,69662,WRONG_ITEM,заказывали чайник а пришел подчайник,827478,76ca896f4ed7c85805c8df4f1a12e1014aa2e99ef9d03dcf23c0de7179e33364,4.264,0.36241813333333334,0.390084,-0.027665866666666667,0.0
22,7d5ee1bb5b540bddf1b3e8b96587dc567bfb8386e68af2ca0b08037677bb1c35,159000.0,69691,DEFECTED,не работает ,818877,d568b005bbd30ee38472df9b1d0339fafc8f5129a4639925d449a31d89a43638,1.0,0.0,0.0,0.0,0.0
23,3ca988ecaef6a0df70cadf1b6268c2999e6f22592231a8c7e29095509ce69a72,15000.0,69705,WRONG_ITEM,не тот геркулес,822094,e3a1cb6c45cd9227408238dfb06871b30f91c8b33abc6f664005a44c8d76558e,,,,,
24,59bcececb702f387a37bd719285cd9a5d7abb6b3237bb3a7642b1f37bcede751,13800.0,69738,WRONG_SIZE,Не тот размер,720295,025b0a821b6aaf6fd56947b079f1c64291f4c6f6baeb67283a181186b3182120,3.2580645161290325,0.19584838709677418,0.27515483870967744,-0.07930645161290323,0.0
25,59bcececb702f387a37bd719285cd9a5d7abb6b3237bb3a7642b1f37bcede751,13800.0,69739,WRONG_SIZE,Не тот размер,720296,025b0a821b6aaf6fd56947b079f1c64291f4c6f6baeb67283a181186b3182120,3.2580645161290325,0.19584838709677418,0.27515483870967744,-0.07930645161290323,0.0
26,44a38a086b01a191a39458054e2ccd2af37c5342ab864ff0c2065b47c5361ec2,13000.0,69747,WRONG_SIZE,Не тот размер,720294,025b0a821b6aaf6fd56947b079f1c64291f4c6f6baeb67283a181186b3182120,5.0,0.6822,0.6822,0.0,0.0
27,9a1ff3f9a461891744a333e9d2083eecfa05f8e22eaf5dbc1125c54a24c6e8d9,103000.0,69757,WRONG_SIZE,большие,826876,22a6144806428f9cdbf4507755a02d0cd2a91430d5e6f6f8c469b57ec88993f4,,,,,
28,bee52090d911821d900cf4c162d828e21317d26637a6a57145eafafe4e00a437,129000.0,69800,DEFECTED,1,827039,51331d76481823f406d8cd9ba5cd7f0edf6c50503ec3315298fb081dc1190b4e,1.0,-0.4019,0.0,-0.4019,0.0
29,c1b368be1c066bc738c84332121376d8d326b47fd97c8dad3f36912c736879a2,108571.42857142857,69819,WRONG_SIZE,"большой размер
",819197,2f714e30da669fe373df785b14147e2ca8341476e8a770f37643d67e468f206e,,,,,
30,ac10e63311e6a65bc56d37dfd520e39bd532b6a2817392e23ae770f47701d76e,115500.0,69820,WRONG_SIZE,"большой размер
",819198,2f714e30da669fe373df785b14147e2ca8341476e8a770f37643d67e468f206e,,,,,
31,fcd2b8ed7b13986e15ffdcb5800e8f6d51d5e04441a0ff76874a911fcc3aa947,155946.42857142858,69868,WRONG_SIZE,1,606727,e1976c689957c4237cc740a21a221da5b645c595d261070869bbbdaf6bf4f292,3.5555555555555554,0.3947333333333333,0.3947333333333333,0.0,0.0
32,dd3b9b333994b9ad29ebb9b920560e77129c844e96053bca2f41fd8ff3a81ca8,82197.8021978022,69869,BAD_QUALITY,качество не понравилось ,828677,99a23072bcb02d7cbbb4ccc3b576ab32f374c2eb6e006823cbbfc65589d26bd7,3.0977443609022557,0.21210375939849624,0.2584323308270676,-0.04632857142857143,0.0
33,44c4dfec18e7509a9109ae4c11fb90c41202a007cbde2b782f5dfd6c1734dfcf,57636.36363636364,69870,BAD_QUALITY,не понравилось ,828679,99a23072bcb02d7cbbb4ccc3b576ab32f374c2eb6e006823cbbfc65589d26bd7,4.25,0.342785,0.36776,-0.024975,0.0
34,7d99db5018fddffcc4b05faf6444ff4e8ae1c37d8d6524cab198ca0d1b95c5af,112875.0,69877,BAD_QUALITY,качество ,829114,3b30efb0395b5e41f898089c8b249af9f2f24a2ab88273a1b22911b518d5c1ab,3.0,0.05681111111111111,0.1282222222222222,-0.07141111111111112,0.0
